Day          Total    Perdiem  Percentage
Jun-2-2021 3754671	11478	0%
Jun-1-2021 3743193	11224	0%
May-31-2021 3731969	9163	0%
May-30-2021 3722806	8741	0%
May-29-2021 3714065	11146	0%
May-28-2021 3702919	12162	0%
May-27-2021 3690757	12088	0%
May-26-2021 3678669	12860	0%
May-25-2021 3665809	12983	0%
May-24-2021 3652826	9751	0%
May-23-2021 3643075	10732	0%
May-22-2021 3632343	11838	0%
May-21-2021 3620505	13738	0%
May-20-2021 3606767	14200	0% 
May-19-2021 3592567	13809	0% 
May-18-2021 3578758	14969	0%
May-17-2021 3563789	11703	0%
May-16-2021 3552086	10854	0%
May-15-2021 3541232	13498	0%
May-14-2021 3527734	14266	0%
May-13-2021 3513468	14649	0%
May-12-2021 3498819	14759	0%
May-11-2021 3484060	14639	0%
May-10-2021 3469421	11746	0%
May-9-2021 3457675	11178	0%
May-8-2021 3446497	13709	0%
May-7-2021 3432788	14646	0%
May-6-2021 3418142	14745	0%
May-5-2021 3403397	15298	0%
May-4-2021 3388099	14849	0%
May-3-2021 3373250	11759	0%
May-2-2021 3361491	10991	0%
May-1-2021 3350500	14051	0%
Apr-30-2021 3336449	14746	0%
Apr-29-2021 3321703	15929	0%
Apr-28-2021 3305774	15733	0%
Apr-27-2021 3290041	15691	0%
Apr-26-2021 3274350	11630	0%
Apr-25-2021 3262720	10619	0%
Apr-24-2021 3252101	14196	0%
Apr-23-2021 3237905	14764	0%
Apr-22-2021 3223141	13910	0%
Apr-21-2021 3209231	14328	0%
Apr-20-2021 3194903	14729	0%
Apr-19-2021 3180174	10779	0%
Apr-18-2021 3169395	10199	0%
Apr-17-2021 3159196	12111	0%
Apr-16-2021 3147085	13030	0%
Apr-15-2021 3134055	14333	0%
Apr-14-2021 3119722	13779	0%
Apr-13-2021 3105943	13235	0%
Apr-12-2021 3092708	9659	0%
Apr-11-2021 3083049	9092	0%
Apr-10-2021 3073957	11503	0%
Apr-9-2021 3062454	13585	0%
Apr-8-2021 3048869	14038	0%
Apr-7-2021 3034831	13250	0%
Apr-6-2021 3021581	12483	0%
Apr-5-2021 3009098	8110	0%
Apr-4-2021 3000988	7704	0%
Apr-3-2021 2993284	9223	0%
Apr-2-2021 2984061	10688	0%
Apr-1-2021 2973373	11840	0%
Mar-31-2021 2961533	12213	0%
Mar-30-2021 2949320	11331	0%
Mar-29-2021 2937989	8142	0%
Mar-28-2021 2929847	7326	0%
Mar-27-2021 2922521	10134	0%
Mar-26-2021 2912387	11583	0%
Mar-25-2021 2900804	10789	0%
Mar-24-2021 2890015	10280	0%
Mar-23-2021 2879735	10839	0%
Mar-22-2021 2868896	7739	0%
Mar-21-2021 2861157	6383	0%
Mar-20-2021 2854774	8581	0%
Mar-19-2021 2846193	10490	0%
Mar-18-2021 2835703	10209	0%
Mar-17-2021 2825494	10370	0%
Mar-16-2021 2815124	10239	0%
Mar-15-2021 2804885	7327	0%
Mar-14-2021 2797558	6305	0%
Mar-13-2021 2791253	8410	0%
Mar-12-2021 2782843	9508	0%
Mar-11-2021 2773335	9750	0%
Mar-10-2021 2763585	9962	0%
Mar-9-2021 2753623	9065	0%
Mar-8-2021 2744558	7212	0%
Mar-7-2021 2737346	6220	0%
Mar-6-2021 2731126	8089	0%
Mar-5-2021 2723037	9678	0%
Mar-4-2021 2713359	10011	0%
Mar-3-2021 2703348	10558	0%
Mar-2-2021 2692790	9776	0%
Mar-1-2021 2683014	7392	0%
Feb-28-2021 2675622	6724	0%
Feb-27-2021 2668898	8367	0%
Feb-26-2021 2660531	9760	0%
Feb-25-2021 2650771	10500	0%
Feb-24-2021 2640271	10373	0%
Feb-23-2021 2629898	10584	0%
Feb-22-2021 2619314	7437	0%
Feb-21-2021 2611877	7049	0%
Feb-20-2021 2604828	8838	0%
Feb-19-2021 2595990	11075	0%
Feb-18-2021 2584915	11309	0%
Feb-17-2021 2573606	10848	0%
Feb-16-2021 2562758	10117	0%
Feb-15-2021 2552641	7749	0%
Feb-14-2021 2544892	7635	0%
Feb-13-2021 2537257	10397	0%
Feb-12-2021 2526860	11941	0%
Feb-11-2021 2514919	13072	1%
Feb-10-2021 2501847	13325	1%
Feb-9-2021 2488522	13153	1%
Feb-8-2021 2475369	9823	0%
Feb-7-2021 2465546	8521	0%
Feb-6-2021 2457025	11441	0%
Feb-5-2021 2445584	13847	1%
Feb-4-2021 2431737	14155	1%
Feb-3-2021 2417582	14774	1%
Feb-2-2021 2402808	14903	1%
Feb-1-2021 2387905	11166	0%
Jan-31-2021 2376739	10164	0%
Jan-30-2021 2366575	13117	1%
Jan-29-2021 2353458	15144	1%
Jan-28-2021 2338314	16538	1%
Jan-27-2021 2321776	16704	1%
Jan-26-2021 2305072	16499	1%
Jan-25-2021 2288573	11740	1%
Jan-24-2021 2276833	11057	0%
Jan-23-2021 2265776	14561	1%
Jan-22-2021 2251215	15882	1%
Jan-21-2021 2235333	16900	1%
Jan-20-2021 2218433	16981	1%
Jan-19-2021 2201452	15780	1%
Jan-18-2021 2185672	11447	1%
Jan-17-2021 2174225	10821	1%
Jan-16-2021 2163404	13815	1%
Jan-15-2021 2149589	15549	1%
Jan-14-2021 2134040	15913	1%
Jan-13-2021 2118127	16354	1%
Jan-12-2021 2101773	16520	1%
Jan-11-2021 2085253	11445	1%
Jan-10-2021 2073808	10425	1%
Jan-9-2021 2063383	13033	1%
Jan-8-2021 2050350	15114	1%
Jan-7-2021 2035236	14911	1%
Jan-6-2021 2020325	14840	1%
Jan-5-2021 2005485	14739	1%
Jan-4-2021 1990746	10995	1%
Jan-3-2021 1979751	8979	0%
Jan-2-2021 1970772	9523	0%
Jan-1-2021 1961249	10740	1%
Dec-31-2020 1950509	13931	1%
Dec-30-2020 1936578	15224	1%
Dec-29-2020 1921354	15028	1%
Dec-28-2020 1906326	10880	1%
Dec-27-2020 1895446	9124	0%
Dec-26-2020 1886322	8673	0%
Dec-25-2020 1877649	9646	1%
Dec-24-2020 1868003	12252	1%
Dec-23-2020 1855751	13540	1%
Dec-22-2020 1842211	13766	1%
Dec-21-2020 1828445	11019	1%
Dec-20-2020 1817426	9253	1%
Dec-19-2020 1808173	11521	1%
Dec-18-2020 1796652	13126	1%
Dec-17-2020 1783526	13393	1%
